series_id,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN080170000000003,2.58,3.2,2009M07,2009M08_3moAve,2009M08_3moAve,8,3.58,2009M05_3moAve,5
LAUCN080190000000003,4.108,4,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.108,2014M05_3moAve,65
LAUCN080210000000003,6.388,6,2009M08,2009M09_3moAve,2009M09_3moAve,9,7.388,2009M06_3moAve,6
LAUCN080230000000003,7.4,6.5,2014M10,2014M11_3moAve,2014M11_3moAve,71,8.4,2014M09_3moAve,69
LAUCN080250000000003,6.776,4.6,2013M08,2013M10_3moAve,2013M10_3moAve,58,7.776,2013M05_3moAve,53
LAUCN080270000000003,4.508,3.2,2014M06,2014M08_3moAve,2014M08_3moAve,68,5.508,2009M09_3moAve,9
LAUCN080290000000003,3.812,5.7,#N/A,#N/A,0,-24108,4.812,,-24108
LAUCN080310000000003,4.724,3.9,2014M07,2014M08_3moAve,2014M08_3moAve,68,5.724,2014M05_3moAve,65
LAUCN080330000000003,6.016,1.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,7.016,2013M10_3moAve,58
LAUCN080350000000003,3.636,3.2,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.636,2014M05_3moAve,65
LAUCN080370000000003,3.2,2.9,2015M07,#N/A,0,-24108,4.2,2014M08_3moAve,68
LAUCN080390000000003,4.216,3.1,2014M05,2014M08_3moAve,2014M08_3moAve,68,5.216,2013M11_3moAve,59
LAUCN080410000000003,4.924,4.9,2014M10,#N/A,0,-24108,5.924,2014M09_3moAve,69
LAUCN080430000000003,5.504,6.5,#N/A,#N/A,0,-24108,6.504,,-24108
LAUCN080450000000003,2.768,3.9,#N/A,#N/A,0,-24108,3.768,,-24108
LAUCN080470000000003,3.832,3.1,2014M08,2014M09_3moAve,2014M09_3moAve,69,4.832,2014M06_3moAve,66
LAUCN080490000000003,3.144,3,2015M07,#N/A,0,-24108,4.144,2014M08_3moAve,68
LAUCN080510000000003,3.184,2.7,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.184,2014M07_3moAve,67
LAUCN080530000000003,3.188,2.8,2009M06,2009M01_3moAve,2009M01_3moAve,1,4.188,2009M05_3moAve,5
LAUCN080550000000003,5.552,8.2,#N/A,#N/A,0,-24108,6.552,,-24108
LAUCN080570000000003,2.916,3.3,2014M09,2014M09_3moAve,2014M09_3moAve,69,3.916,2009M08_3moAve,8
LAUCN080590000000003,4.14,3.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.14,2014M05_3moAve,65
LAUCN080610000000003,3.192,3,2009M09,2014M09_3moAve,2014M09_3moAve,69,4.192,2009M08_3moAve,8
LAUCN080630000000003,3.012,2.5,2014M08,2014M09_3moAve,2014M09_3moAve,69,4.012,2009M05_3moAve,5
LAUCN080650000000003,4.068,3.9,2014M09,2014M10_3moAve,2014M10_3moAve,70,5.068,2014M07_3moAve,67
LAUCN080670000000003,3.18,3.6,#N/A,#N/A,0,-24108,4.18,2014M07_3moAve,67
LAUCN080690000000003,3.788,3.4,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.788,2014M05_3moAve,65
LAUCN080710000000003,4.044,6.5,#N/A,#N/A,0,-24108,5.044,,-24108
LAUCN080730000000003,3.344,3.1,2014M09,#N/A,0,-24108,4.344,2009M05_3moAve,5
LAUCN080750000000003,3.448,3.5,2014M09,2014M10_3moAve,2014M10_3moAve,70,4.448,2014M05_3moAve,65
LAUCN080770000000003,3.512,5.9,#N/A,#N/A,0,-24108,4.512,,-24108
LAUCN080790000000003,4.9,3.2,2011M07,2011M08_3moAve,2011M08_3moAve,32,5.9,2009M09_3moAve,9
LAUCN080810000000003,3.42,4.4,#N/A,#N/A,0,-24108,4.42,2014M11_3moAve,71
LAUCN080830000000003,4.52,5.3,#N/A,#N/A,0,-24108,5.52,2014M08_3moAve,68
LAUCN080850000000003,4.252,5.1,#N/A,#N/A,0,-24108,5.252,2014M11_3moAve,71
LAUCN080870000000003,3.772,4.1,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.772,2014M07_3moAve,67
LAUCN080890000000003,5.44,6.3,#N/A,#N/A,0,-24108,6.44,2009M09_3moAve,9
LAUCN080910000000003,3.32,3.7,#N/A,#N/A,0,-24108,4.32,2014M09_3moAve,69
LAUCN080930000000003,4.16,3.5,2014M08,2014M09_3moAve,2014M09_3moAve,69,5.16,2014M06_3moAve,66
LAUCN080950000000003,3.048,2.3,2009M08,2009M10_3moAve,2009M10_3moAve,10,4.048,2009M05_3moAve,5
LAUCN080970000000003,3.04,3,2015M07,#N/A,0,-24108,4.04,2014M09_3moAve,69
LAUCN080990000000003,3.956,4.6,2014M09,2014M11_3moAve,2014M11_3moAve,71,4.956,2014M06_3moAve,66
LAUCN081010000000003,5.36,6,#N/A,#N/A,0,-24108,6.36,2014M10_3moAve,70
LAUCN081030000000003,2.344,5.2,#N/A,#N/A,0,-24108,3.344,,-24108
LAUCN081050000000003,4.776,6.3,#N/A,#N/A,0,-24108,5.776,2009M08_3moAve,8
LAUCN081070000000003,3,3.2,#N/A,#N/A,0,-24108,4,2014M08_3moAve,68
LAUCN081090000000003,6.144,7.5,2014M10,#N/A,0,-24108,7.144,2014M11_3moAve,71
LAUCN081110000000003,5.228,2.4,2009M07,2009M08_3moAve,2009M08_3moAve,8,6.228,2009M07_3moAve,7
LAUCN081130000000003,3.54,2.9,2014M08,2014M09_3moAve,2014M09_3moAve,69,4.54,2014M03_3moAve,63
LAUCN081150000000003,2.7,3.7,#N/A,#N/A,0,-24108,3.7,2009M08_3moAve,8
LAUCN081170000000003,3.26,2.6,2014M04,2014M09_3moAve,2014M09_3moAve,69,4.26,2014M01_3moAve,61
LAUCN081190000000003,4.652,4.5,2014M10,#N/A,0,-24108,5.652,2014M08_3moAve,68
LAUCN081210000000003,2.96,2.6,2014M09,2014M10_3moAve,2014M10_3moAve,70,3.96,2009M08_3moAve,8
LAUCN081230000000003,4.632,4.1,2014M05,2014M07_3moAve,2014M07_3moAve,67,5.632,2013M12_3moAve,60
LAUCN081250000000003,2.4,2.6,#N/A,#N/A,0,-24108,3.4,2009M09_3moAve,9
LAUCN090010000000003,4.516,5.2,#N/A,#N/A,0,-24108,5.516,2014M12_3moAve,72
LAUCN090030000000003,5.432,5.9,#N/A,#N/A,0,-24108,6.432,2014M11_3moAve,71
LAUCN090050000000003,4.728,4.8,2015M05,2015M07_3moAve,2015M07_3moAve,79,5.728,2014M09_3moAve,69
LAUCN090070000000003,4.336,4.8,#N/A,#N/A,0,-24108,5.336,2014M10_3moAve,70
LAUCN090090000000003,5.556,6.2,#N/A,#N/A,0,-24108,6.556,2014M12_3moAve,72
LAUCN090110000000003,4.764,5.7,#N/A,#N/A,0,-24108,5.764,2015M07_3moAve,79
LAUCN090130000000003,4.296,4.9,#N/A,#N/A,0,-24108,5.296,2014M10_3moAve,70
LAUCN090150000000003,5.872,6,#N/A,#N/A,0,-24108,6.872,2014M10_3moAve,70
LAUCN100010000000003,4.1,5.6,#N/A,#N/A,0,-24108,5.1,2015M05_3moAve,77
LAUCN100030000000003,4.176,4.9,#N/A,#N/A,0,-24108,5.176,2014M11_3moAve,71
LAUCN100050000000003,4.184,4,2015M07,#N/A,0,-24108,5.184,2014M07_3moAve,67
LAUCN110010000000003,5.972,7,#N/A,#N/A,0,-24108,6.972,2015M05_3moAve,77
LAUCN120010000000003,3.7,4.9,#N/A,#N/A,0,-24108,4.7,2015M04_3moAve,76
LAUCN120030000000003,4.7,5.7,#N/A,#N/A,0,-24108,5.7,2014M12_3moAve,72
LAUCN120050000000003,4.664,5.3,#N/A,#N/A,0,-24108,5.664,2015M05_3moAve,77
LAUCN120070000000003,4.168,5.1,#N/A,#N/A,0,-24108,5.168,2014M12_3moAve,72
LAUCN120090000000003,5.52,6.1,#N/A,#N/A,0,-24108,6.52,2014M11_3moAve,71
LAUCN120110000000003,4.536,5.2,#N/A,#N/A,0,-24108,5.536,2014M12_3moAve,72
LAUCN120130000000003,4.564,6.5,#N/A,#N/A,0,-24108,5.564,,-24108
LAUCN120150000000003,6.692,6.2,2014M04,2014M04_3moAve,2014M04_3moAve,64,7.692,2013M11_3moAve,59
LAUCN120170000000003,6.656,8,#N/A,#N/A,0,-24108,7.656,2015M05_3moAve,77
LAUCN120190000000003,4.472,5.1,#N/A,#N/A,0,-24108,5.472,2014M12_3moAve,72
LAUCN120210000000003,5.74,5.9,2014M03,2014M04_3moAve,2014M04_3moAve,64,6.74,2013M04_3moAve,52
LAUCN120230000000003,4.624,5.7,#N/A,#N/A,0,-24108,5.624,2015M04_3moAve,76
LAUCN120270000000003,5.912,6.9,2014M04,2015M04_3moAve,2015M04_3moAve,76,6.912,2014M04_3moAve,64
LAUCN120290000000003,5.92,6.6,#N/A,#N/A,0,-24108,6.92,2014M11_3moAve,71
LAUCN120310000000003,5.228,6.1,#N/A,#N/A,0,-24108,6.228,2014M12_3moAve,72
LAUCN120330000000003,5.02,5.7,#N/A,#N/A,0,-24108,6.02,2014M11_3moAve,71
LAUCN120350000000003,8.192,6.5,2013M04,2013M11_3moAve,2013M11_3moAve,59,9.192,2013M03_3moAve,51
LAUCN120370000000003,4.032,4.4,#N/A,#N/A,0,-24108,5.032,2015M04_3moAve,76
LAUCN120390000000003,5.296,7.2,#N/A,#N/A,0,-24108,6.296,,-24108
LAUCN120410000000003,4.792,5.9,#N/A,#N/A,0,-24108,5.792,2015M02_3moAve,74
LAUCN120430000000003,5.888,8,2015M04,#N/A,0,-24108,6.888,2013M04_3moAve,52
LAUCN120450000000003,5.1,5,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.1,2014M05_3moAve,65
LAUCN120470000000003,5.916,7,#N/A,#N/A,0,-24108,6.916,2014M12_3moAve,72
LAUCN120490000000003,5.716,9.2,#N/A,#N/A,0,-24108,6.716,2013M05_3moAve,53
LAUCN120510000000003,9.3,12.7,2014M03,2014M03_3moAve,2014M03_3moAve,63,10.3,2013M03_3moAve,51
LAUCN120530000000003,7.284,7,2014M12,2014M12_3moAve,2014M12_3moAve,72,8.284,2014M01_3moAve,61
LAUCN120550000000003,6.1,8.3,#N/A,#N/A,0,-24108,7.1,2015M04_3moAve,76
LAUCN120570000000003,5.292,5.2,2014M12,2015M04_3moAve,2015M04_3moAve,76,6.292,2013M12_3moAve,60
LAUCN120590000000003,4.352,6.8,#N/A,#N/A,0,-24108,5.352,,-24108
LAUCN120610000000003,6.916,7.7,2014M11,2014M12_3moAve,2014M12_3moAve,72,7.916,2014M04_3moAve,64
LAUCN120630000000003,4.636,6.1,#N/A,#N/A,0,-24108,5.636,,-24108
LAUCN120650000000003,4.232,6.2,#N/A,#N/A,0,-24108,5.232,,-24108
LAUCN120670000000003,3.812,4.8,#N/A,#N/A,0,-24108,4.812,2015M06_3moAve,78
LAUCN120690000000003,5.348,5.6,2015M04,#N/A,0,-24108,6.348,2014M06_3moAve,66
LAUCN120710000000003,6.476,5.5,2013M12,2014M01_3moAve,2014M01_3moAve,61,7.476,2013M04_3moAve,52
LAUCN120730000000003,3.86,5.3,#N/A,#N/A,0,-24108,4.86,,-24108
LAUCN120750000000003,5.72,6.4,#N/A,#N/A,0,-24108,6.72,2014M11_3moAve,71
LAUCN120770000000003,3.548,5.9,#N/A,#N/A,0,-24108,4.548,,-24108
LAUCN120790000000003,6.632,6.4,2014M12,2015M04_3moAve,2015M04_3moAve,76,7.632,2014M04_3moAve,64
LAUCN120810000000003,5.612,5.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.612,2013M05_3moAve,53
LAUCN120830000000003,6.284,6.6,2015M04,#N/A,0,-24108,7.284,2014M05_3moAve,65
LAUCN120850000000003,5.736,5.8,2014M04,2014M12_3moAve,2014M12_3moAve,72,6.736,2013M12_3moAve,60
LAUCN120860000000003,3.916,6.1,#N/A,#N/A,0,-24108,4.916,,-24108
LAUCN120870000000003,3.424,3.9,#N/A,#N/A,0,-24108,4.424,2014M01_3moAve,61
LAUCN120890000000003,4.424,5.1,#N/A,#N/A,0,-24108,5.424,2014M12_3moAve,72
LAUCN120910000000003,3.852,4.5,#N/A,#N/A,0,-24108,4.852,2015M04_3moAve,76
LAUCN120930000000003,6.768,6.8,2014M04,2014M12_3moAve,2014M12_3moAve,72,7.768,2014M01_3moAve,61
LAUCN120950000000003,4.884,5.1,2015M04,#N/A,0,-24108,5.884,2014M04_3moAve,64
LAUCN120970000000003,5.368,5.8,#N/A,#N/A,0,-24108,6.368,2014M11_3moAve,71
LAUCN120990000000003,5.556,5.6,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.556,2013M12_3moAve,60
LAUCN121010000000003,6.28,6,2014M12,2014M12_3moAve,2014M12_3moAve,72,7.28,2013M12_3moAve,60
LAUCN121030000000003,5.328,5,2014M12,2014M12_3moAve,2014M12_3moAve,72,6.328,2013M12_3moAve,60
LAUCN121050000000003,5.7,6.6,#N/A,#N/A,0,-24108,6.7,2014M12_3moAve,72
LAUCN121070000000003,6.132,8,#N/A,#N/A,0,-24108,7.132,,-24108
LAUCN121090000000003,4.188,4,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.188,2013M11_3moAve,59
LAUCN121110000000003,7.292,6.9,2014M10,2014M11_3moAve,2014M11_3moAve,71,8.292,2014M05_3moAve,65
LAUCN121130000000003,4.7,5,2014M12,#N/A,0,-24108,5.7,2014M04_3moAve,64
LAUCN121150000000003,5.912,5.2,2013M12,2014M04_3moAve,2014M04_3moAve,64,6.912,2013M11_3moAve,59
LAUCN121170000000003,4.672,4.9,#N/A,#N/A,0,-24108,5.672,2014M05_3moAve,65
LAUCN121190000000003,4.612,7.4,#N/A,#N/A,0,-24108,5.612,,-24108
LAUCN121210000000003,4.836,5.6,#N/A,#N/A,0,-24108,5.836,2014M11_3moAve,71
LAUCN121230000000003,5.48,7,#N/A,#N/A,0,-24108,6.48,,-24108
LAUCN121250000000003,4.02,5.5,#N/A,#N/A,0,-24108,5.02,,-24108
LAUCN121270000000003,5.436,6,#N/A,#N/A,0,-24108,6.436,2014M11_3moAve,71
LAUCN121290000000003,3.792,4.8,#N/A,#N/A,0,-24108,4.792,2014M12_3moAve,72
LAUCN121310000000003,3.684,4.7,#N/A,#N/A,0,-24108,4.684,2015M06_3moAve,78
LAUCN121330000000003,5.256,6.1,#N/A,#N/A,0,-24108,6.256,2015M04_3moAve,76
LAUCN130010000000003,6.092,8.3,#N/A,#N/A,0,-24108,7.092,,-24108
LAUCN130030000000003,6.936,6.1,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.936,2014M05_3moAve,65
LAUCN130050000000003,5.492,6.2,2015M04,2015M04_3moAve,2015M04_3moAve,76,6.492,2014M11_3moAve,71
LAUCN130070000000003,5.652,8.6,#N/A,#N/A,0,-24108,6.652,,-24108
LAUCN130090000000003,6.668,8.6,#N/A,#N/A,0,-24108,7.668,2015M04_3moAve,76
LAUCN130110000000003,3.736,6.2,#N/A,#N/A,0,-24108,4.736,,-24108
LAUCN130130000000003,5.2,5.7,2015M04,#N/A,0,-24108,6.2,2014M11_3moAve,71
LAUCN130150000000003,5.968,6.3,2015M04,2015M05_3moAve,2015M05_3moAve,77,6.968,2014M11_3moAve,71
LAUCN130170000000003,8.788,9.7,#N/A,#N/A,0,-24108,9.788,2014M12_3moAve,72
LAUCN130190000000003,5.624,7.6,#N/A,#N/A,0,-24108,6.624,,-24108
LAUCN130210000000003,5.816,7.2,#N/A,#N/A,0,-24108,6.816,2015M05_3moAve,77
LAUCN130230000000003,6.184,9.9,#N/A,#N/A,0,-24108,7.184,,-24108
LAUCN130250000000003,5.408,8.1,#N/A,#N/A,0,-24108,6.408,,-24108
LAUCN130270000000003,4.964,7,#N/A,#N/A,0,-24108,5.964,,-24108
LAUCN130290000000003,4.156,5.9,#N/A,#N/A,0,-24108,5.156,,-24108
LAUCN130310000000003,5.168,7,#N/A,#N/A,0,-24108,6.168,2015M03_3moAve,75
LAUCN130330000000003,8.172,9.5,2015M03,2015M04_3moAve,2015M04_3moAve,76,9.172,2014M12_3moAve,72
LAUCN130350000000003,6.264,7.4,2015M04,#N/A,0,-24108,7.264,2014M11_3moAve,71
LAUCN130370000000003,7.28,6.9,2012M11,2014M10_3moAve,2014M10_3moAve,70,8.28,2010M10_3moAve,22
LAUCN130390000000003,4.784,6,#N/A,#N/A,0,-24108,5.784,2015M04_3moAve,76
LAUCN130430000000003,5.32,6.2,#N/A,#N/A,0,-24108,6.32,2015M04_3moAve,76
LAUCN130450000000003,5.716,7.3,#N/A,#N/A,0,-24108,6.716,,-24108
LAUCN130470000000003,4.316,5.8,#N/A,#N/A,0,-24108,5.316,2015M05_3moAve,77
LAUCN130490000000003,5.688,7.2,#N/A,#N/A,0,-24108,6.688,2015M04_3moAve,76
LAUCN130510000000003,4.768,6.2,#N/A,#N/A,0,-24108,5.768,,-24108
LAUCN130530000000003,10.74,9.4,2010M05,2010M06_3moAve,2010M06_3moAve,18,11.74,2010M03_3moAve,15
LAUCN130550000000003,7.724,7.1,2014M04,2014M05_3moAve,2014M05_3moAve,65,8.724,2013M10_3moAve,58
LAUCN130570000000003,4.412,5.1,#N/A,#N/A,0,-24108,5.412,2014M11_3moAve,71
LAUCN130590000000003,4.456,6.9,#N/A,#N/A,0,-24108,5.456,,-24108
LAUCN130610000000003,6.368,12.4,#N/A,#N/A,0,-24108,7.368,,-24108
LAUCN130630000000003,6.624,7.9,#N/A,#N/A,0,-24108,7.624,,-24108
LAUCN130650000000003,6.212,7.2,#N/A,#N/A,0,-24108,7.212,2015M04_3moAve,76
LAUCN130670000000003,4.776,5.5,#N/A,#N/A,0,-24108,5.776,2014M11_3moAve,71
LAUCN130690000000003,7.036,7,2015M04,2015M04_3moAve,2015M04_3moAve,76,8.036,2014M11_3moAve,71
LAUCN130710000000003,5.2,7.2,#N/A,#N/A,0,-24108,6.2,,-24108
LAUCN130730000000003,4.248,5.8,#N/A,#N/A,0,-24108,5.248,2015M03_3moAve,75
LAUCN130750000000003,6.64,7.3,2015M04,#N/A,0,-24108,7.64,2015M03_3moAve,75
LAUCN130770000000003,4.804,5.9,#N/A,#N/A,0,-24108,5.804,2014M12_3moAve,72
LAUCN130790000000003,5.328,6.9,#N/A,#N/A,0,-24108,6.328,2015M04_3moAve,76
LAUCN130810000000003,6.7,7.7,#N/A,#N/A,0,-24108,7.7,2015M04_3moAve,76
LAUCN130830000000003,4.912,6.5,#N/A,#N/A,0,-24108,5.912,2014M12_3moAve,72
LAUCN130850000000003,4.748,5.5,#N/A,#N/A,0,-24108,5.748,2014M11_3moAve,71
LAUCN130870000000003,6.78,7.5,2015M04,#N/A,0,-24108,7.78,2014M11_3moAve,71
LAUCN130890000000003,5.556,6.4,#N/A,#N/A,0,-24108,6.556,2015M01_3moAve,73
LAUCN130910000000003,5.82,9,#N/A,#N/A,0,-24108,6.82,,-24108
LAUCN130930000000003,5.964,8.3,#N/A,#N/A,0,-24108,6.964,,-24108
LAUCN130950000000003,6.24,8.7,#N/A,#N/A,0,-24108,7.24,,-24108
LAUCN130970000000003,5.512,6.7,#N/A,#N/A,0,-24108,6.512,2015M04_3moAve,76
LAUCN130990000000003,6.1,7.9,#N/A,#N/A,0,-24108,7.1,,-24108
LAUCN131010000000003,3.644,5.8,#N/A,#N/A,0,-24108,4.644,,-24108
LAUCN131030000000003,4.036,5.7,#N/A,#N/A,0,-24108,5.036,,-24108
LAUCN131050000000003,6.94,7.8,#N/A,#N/A,0,-24108,7.94,2015M04_3moAve,76
LAUCN131070000000003,6.216,9.3,#N/A,#N/A,0,-24108,7.216,,-24108
LAUCN131090000000003,5.26,6.1,#N/A,#N/A,0,-24108,6.26,2014M11_3moAve,71
LAUCN131110000000003,4.944,6.6,#N/A,#N/A,0,-24108,5.944,,-24108
LAUCN131130000000003,4.504,5.8,#N/A,#N/A,0,-24108,5.504,2015M02_3moAve,74
LAUCN131150000000003,5.544,7.6,#N/A,#N/A,0,-24108,6.544,,-24108
LAUCN131170000000003,4.02,4.9,#N/A,#N/A,0,-24108,5.02,2014M11_3moAve,71
LAUCN131190000000003,5.892,7.3,#N/A,#N/A,0,-24108,6.892,2015M04_3moAve,76
LAUCN131210000000003,5.588,6.4,#N/A,#N/A,0,-24108,6.588,2014M12_3moAve,72
LAUCN131230000000003,4.668,6.4,#N/A,#N/A,0,-24108,5.668,,-24108
LAUCN131250000000003,5.936,7.2,#N/A,#N/A,0,-24108,6.936,2015M04_3moAve,76
LAUCN131270000000003,4.292,6.5,#N/A,#N/A,0,-24108,5.292,,-24108
LAUCN131290000000003,6.012,6.4,2015M04,2015M05_3moAve,2015M05_3moAve,77,7.012,2014M11_3moAve,71
LAUCN131310000000003,4.968,7,#N/A,#N/A,0,-24108,5.968,,-24108
LAUCN131330000000003,6.032,7.4,#N/A,#N/A,0,-24108,7.032,,-24108
LAUCN131350000000003,4.752,5.6,#N/A,#N/A,0,-24108,5.752,2014M12_3moAve,72
LAUCN131370000000003,4.804,6.3,#N/A,#N/A,0,-24108,5.804,2015M05_3moAve,77
LAUCN131390000000003,4.456,5.5,#N/A,#N/A,0,-24108,5.456,2014M12_3moAve,72
LAUCN131410000000003,10.576,11.2,2015M02,2015M04_3moAve,2015M04_3moAve,76,11.576,2014M11_3moAve,71
LAUCN131430000000003,5.58,6.8,#N/A,#N/A,0,-24108,6.58,2015M04_3moAve,76
LAUCN131450000000003,4.1,5.9,#N/A,#N/A,0,-24108,5.1,,-24108
LAUCN131470000000003,7.6,7.1,2014M03,2014M04_3moAve,2014M04_3moAve,64,8.6,2013M11_3moAve,59
LAUCN131490000000003,6.212,6.9,2015M04,#N/A,0,-24108,7.212,2014M12_3moAve,72
LAUCN131510000000003,5.196,6.6,#N/A,#N/A,0,-24108,6.196,2015M05_3moAve,77
LAUCN131530000000003,4.52,6.6,#N/A,#N/A,0,-24108,5.52,,-24108
LAUCN131550000000003,7.892,9,#N/A,#N/A,0,-24108,8.892,2015M04_3moAve,76
LAUCN131570000000003,5.136,5.3,2015M03,2015M04_3moAve,2015M04_3moAve,76,6.136,2014M01_3moAve,61
LAUCN131590000000003,6.472,5.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,7.472,2013M12_3moAve,60
LAUCN131610000000003,8.212,7.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,9.212,2014M01_3moAve,61
LAUCN131630000000003,8.4,10.3,#N/A,#N/A,0,-24108,9.4,2015M04_3moAve,76
LAUCN131650000000003,12.112,9.4,2013M03,2013M05_3moAve,2013M05_3moAve,53,13.112,2012M11_3moAve,47
LAUCN131670000000003,6.88,7.6,#N/A,#N/A,0,-24108,7.88,2015M02_3moAve,74
LAUCN131690000000003,4.964,6,#N/A,#N/A,0,-24108,5.964,2014M12_3moAve,72
LAUCN131710000000003,6.14,8.3,#N/A,#N/A,0,-24108,7.14,,-24108
LAUCN131730000000003,4.712,7.4,#N/A,#N/A,0,-24108,5.712,,-24108
LAUCN131750000000003,6.028,8.4,#N/A,#N/A,0,-24108,7.028,,-24108
LAUCN131770000000003,4.052,6.1,#N/A,#N/A,0,-24108,5.052,,-24108
LAUCN131790000000003,5.56,7,#N/A,#N/A,0,-24108,6.56,2015M05_3moAve,77
LAUCN131810000000003,6.396,7.5,#N/A,#N/A,0,-24108,7.396,2014M12_3moAve,72
LAUCN131830000000003,4.036,6.6,#N/A,#N/A,0,-24108,5.036,,-24108
LAUCN131850000000003,4.616,6.9,#N/A,#N/A,0,-24108,5.616,,-24108
LAUCN131870000000003,5.492,6.2,2015M03,2015M04_3moAve,2015M04_3moAve,76,6.492,2014M04_3moAve,64
LAUCN131890000000003,7.036,9.1,#N/A,#N/A,0,-24108,8.036,,-24108
LAUCN131910000000003,4.968,7.3,#N/A,#N/A,0,-24108,5.968,,-24108
LAUCN131930000000003,7.812,9.5,#N/A,#N/A,0,-24108,8.812,,-24108
LAUCN131950000000003,4.42,6,#N/A,#N/A,0,-24108,5.42,,-24108
LAUCN131970000000003,5.408,9.7,#N/A,#N/A,0,-24108,6.408,,-24108
LAUCN131990000000003,7.108,9,#N/A,#N/A,0,-24108,8.108,2015M04_3moAve,76
LAUCN132010000000003,4.66,6,#N/A,#N/A,0,-24108,5.66,2015M05_3moAve,77
LAUCN132050000000003,5.944,7.7,#N/A,#N/A,0,-24108,6.944,2015M03_3moAve,75
LAUCN132070000000003,4.84,6.4,#N/A,#N/A,0,-24108,5.84,2015M04_3moAve,76
LAUCN132090000000003,5.904,9.4,#N/A,#N/A,0,-24108,6.904,,-24108
LAUCN132110000000003,5.132,5.9,#N/A,#N/A,0,-24108,6.132,2014M12_3moAve,72
LAUCN132130000000003,5.928,8.1,#N/A,#N/A,0,-24108,6.928,,-24108
LAUCN132150000000003,5.672,7.9,#N/A,#N/A,0,-24108,6.672,,-24108
LAUCN132170000000003,6.328,7.1,#N/A,#N/A,0,-24108,7.328,2015M01_3moAve,73
LAUCN132190000000003,3.484,4.9,#N/A,#N/A,0,-24108,4.484,2015M01_3moAve,73
LAUCN132210000000003,4.484,6,#N/A,#N/A,0,-24108,5.484,2015M04_3moAve,76
LAUCN132230000000003,4.964,5.6,#N/A,#N/A,0,-24108,5.964,2014M11_3moAve,71
LAUCN132250000000003,6.216,8.6,#N/A,#N/A,0,-24108,7.216,,-24108
LAUCN132270000000003,4.808,5.7,#N/A,#N/A,0,-24108,5.808,2015M01_3moAve,73
LAUCN132290000000003,4.624,7,#N/A,#N/A,0,-24108,5.624,,-24108
LAUCN132310000000003,5.36,6.2,2015M04,#N/A,0,-24108,6.36,2014M12_3moAve,72
LAUCN132330000000003,5.344,7.2,#N/A,#N/A,0,-24108,6.344,,-24108
LAUCN132350000000003,4.616,7.6,#N/A,#N/A,0,-24108,5.616,,-24108
LAUCN132370000000003,5.648,8.8,#N/A,#N/A,0,-24108,6.648,,-24108
LAUCN132390000000003,6.924,7.6,2014M12,2015M02_3moAve,2015M02_3moAve,74,7.924,2013M10_3moAve,58
LAUCN132410000000003,6.088,6.9,#N/A,#N/A,0,-24108,7.088,2015M05_3moAve,77
LAUCN132430000000003,7.388,9.5,#N/A,#N/A,0,-24108,8.388,2015M03_3moAve,75
LAUCN132450000000003,6.604,8.3,#N/A,#N/A,0,-24108,7.604,2015M04_3moAve,76
LAUCN132470000000003,5.912,6.8,#N/A,#N/A,0,-24108,6.912,2015M04_3moAve,76
LAUCN132490000000003,6.26,7.3,#N/A,#N/A,0,-24108,7.26,2014M12_3moAve,72
LAUCN132510000000003,6.276,9.5,#N/A,#N/A,0,-24108,7.276,,-24108
LAUCN132530000000003,6.352,8.7,#N/A,#N/A,0,-24108,7.352,,-24108
LAUCN132550000000003,6.992,8.6,#N/A,#N/A,0,-24108,7.992,2015M06_3moAve,78
LAUCN132570000000003,5.492,7,#N/A,#N/A,0,-24108,6.492,,-24108
LAUCN132590000000003,7.012,7.5,2014M12,2015M04_3moAve,2015M04_3moAve,76,8.012,2014M09_3moAve,69
LAUCN132610000000003,7.368,8.7,#N/A,#N/A,0,-24108,8.368,2015M05_3moAve,77
LAUCN132630000000003,6.492,8.6,#N/A,#N/A,0,-24108,7.492,2014M11_3moAve,71
LAUCN132650000000003,8.016,8.8,#N/A,#N/A,0,-24108,9.016,2015M04_3moAve,76
LAUCN132670000000003,5.644,6.8,#N/A,#N/A,0,-24108,6.644,2015M01_3moAve,73
LAUCN132690000000003,6.628,9.7,#N/A,#N/A,0,-24108,7.628,,-24108
LAUCN132710000000003,9.268,9.2,2013M03,2013M04_3moAve,2013M04_3moAve,52,10.268,2013M03_3moAve,51
LAUCN132730000000003,6.256,8.4,#N/A,#N/A,0,-24108,7.256,,-24108
